Quantity,Scale,Ingredient,Ingredient_cpl,Number,Unit,ID
66,cl,crème fleurette,,6,Personnes,326870
400,g,chocolat blanc,pâtissier,6,Personnes,326870
500,g,poire,,6,Personnes,326870
30,,biscuits à la cuillère,environ,6,personnes,43902
200,g,sujet en chocolat,,6,personnes,43902
4,,oeufs,,6,personnes,43902
12,cl,crème fraîche épaisse,,6,personnes,43902
50,,sucre roux,,6,personnes,43902
3,cuillères à soupe,fleur d'oranger,,6,personnes,43902
,,Crème chantilly,en bombe (pour la déco),6,personnes,43902
,,Crème anglaise,toute prête (en accompagnement,6,personnes,43902
36,,biscuits à la cuillère,,6,personnes,166125
200,g,chocolat noir,,6,personnes,166125
6,,oeufs,,6,personnes,166125
1,tasse,café,,6,personnes,166125
34,,boudoirs,,8,personnes,392638
750,g,mascarpone,,8,personnes,392638
5,cuillères à soupe,nutella,,8,personnes,392638
1,paquet,chocolat,type maltesers,8,personnes,392638
42,,biscuits à la cuillère,(tout dépend de la taille de votre moule),7,personnes,85419
10,cl,rhum,,7,personnes,85419
10,,cl d'eau,,7,personnes,85419
200,g,chocolat noir,pâtissier,7,personnes,85419
4,,oeufs,,7,personnes,85419
75,g,beurre,,7,personnes,85419
25,,boudoirs,(biscuits à la cuillère),6,personnes,92532
250,g,chocolat pâtissier,,6,personnes,92532
120,g,sucre en poudre,,6,personnes,92532
6,,blancs d'oeuf,,6,personnes,92532
4,,jaunes d'oeuf,(les deux autres jaunes serviront pour la crème anglaise),6,personnes,92532
2,cuillères à soupe,crème fraîche épaisse,,6,personnes,92532
,copeau,chocolat,pour décorer,6,personnes,92532
,,Crème anglaise,,6,personnes,92532
,,Lait,,6,personnes,92532
25,cl,lait,,6,personnes,92532
1,sachet,sucre vanillé,(7.5 g),6,personnes,92532
2,,jaunes d'oeuf,,6,personnes,92532
25,g,sucre en poudre,,6,personnes,92532
2,,oeufs,,6,personnes,26030
100,g,beurre doux,,6,personnes,26030
,,Biscuit à la cuillère,pour le moule,6,personnes,26030
2,,chocolat pâtissier,,6,personnes,26030
125,g,sucre,,6,personnes,26030
,,Rhum,,6,personnes,26030
250,g,biscuit à la cuillère,,6,personnes,33713
4,,citrons,,6,personnes,33713
4,,oeufs,,6,personnes,33713
350,g,sucre,,6,personnes,33713
100,g,farine,,6,personnes,33713
75,cl,lait,,6,personnes,33713
5,cl,rhum,,6,personnes,33713
4,pots,mousse au chocolat,,6,personnes,55236
20,,boudoirs,,6,personnes,55236
10,cl,sirop,de fruits,6,personnes,55236
1,cuillère,rhum,,6,personnes,55236
2,boîtes,biscuit à la cuillère,,6,personnes,33339
300,g,chocolat,,6,personnes,33339
6,,oeufs,,6,personnes,33339
,,Noisettes,(comme vous voulez),6,personnes,33339
,Confiture,lait,(demander au rayon crémerie) ou caramel liquide,6,personnes,33339
1,,Alcool,"(rhum, eau de vie...)",6,personnes,33339
400,g,lait concentré sucré,,6,personnes,50215
300,g,boudoir,,6,personnes,50215
50,cl,jus d'orange,,6,personnes,50215
3,,citrons,,6,personnes,50215
10,cl,rhum,,6,personnes,50215
1,cuillère à soupe,sucre,blanc,6,personnes,50215
1,feuille,gélatine,,2,personnes,18690
250,g,fraises,,2,personnes,18690
4,,biscuits à la cuillère,(choissisez ceux avec le sucre glace),2,personnes,18690
3,,petits suisses,à 0 %,2,personnes,18690
6,,cuillères à café d'édulcorant,,2,personnes,18690
500,g,fraises,,6,personnes,383650
26,,biscuits à la cuillère,,6,personnes,383650
140,g,sucre en poudre,,6,personnes,383650
1,,cuillère à soupe d'Alcool,de fraise,6,personnes,383650
6,feuilles,gélatine,,6,personnes,383650
2,cuillères à soupe,jus de citron,,6,personnes,383650
30,cl,crème semi-épaisse,,6,personnes,383650
100,g,yaourt à la grecque,,6,personnes,383650
1,sachet,sucre vanillé,,6,personnes,383650
12,,biscuits à la cuillère,,3,Personnes,323080
4,cuillères à soupe,grenadine,,3,Personnes,323080
1,cuillère à soupe,jus de citron,,3,Personnes,323080
200,g,fraises,,3,Personnes,323080
2,cuillères à soupe,miel liquide,,3,Personnes,323080
4,,cuillères à soupe d'eau,,3,Personnes,323080
12,cl,crème liquide,,3,Personnes,323080
6,,spéculoos,,3,Personnes,323080
1,cuillère à soupe,sucre glace,,3,Personnes,323080
120,g,beurre,,8,personnes,29405
140,g,sucre en poudre,,8,personnes,29405
120,g,poudre d'amandes,,8,personnes,29405
2,,jaunes d'oeuf,,8,personnes,29405
2,cuillères à soupe,lait,,8,personnes,29405
500,g,fraises,,8,personnes,29405
50,g,sucre glace,,8,personnes,29405
40,,biscuits à la cuillère,,8,personnes,29405
3,cl,liqueur,"de fraise (ou rhum, attention pas trop!)",8,personnes,29405
800,g,rhubarbe,,8,personnes,218670
200,g,sucre,,8,personnes,218670
3,feuilles,gélatine,,8,personnes,218670
20,cl,crème fraîche,"entière, très froide",8,personnes,218670
2,sachets,sucre vanillé,,8,personnes,218670
30,biscuit roses,Reims,,8,personnes,218670
,,Kirsch,,8,personnes,218670
1,l,lait,,6,personnes,54735
200,g,riz rond,,6,personnes,54735
4,morceaux,sucre,,6,personnes,54735
1,noix,beurre,,6,personnes,54735
1,,oeuf,,6,personnes,54735
35,,biscuits à la cuillère,,6,personnes,54735
,,Kirsch,,6,personnes,54735
1,boîte,compote,de pommes (800 g) ou compote de pomme maison,6,personnes,54735
500,g,fraises,,6,personnes,383651
26,,biscuits à la cuillère,,6,personnes,383651
140,g,sucre en poudre,,6,personnes,383651
1,,cuillère à soupe d'Alcool,de fraise,6,personnes,383651
6,feuilles,gélatine,,6,personnes,383651
2,cuillères à soupe,jus de citron,,6,personnes,383651
30,cl,crème semi-épaisse,,6,personnes,383651
100,g,yaourt à la grecque,,6,personnes,383651
1,sachet,sucre vanillé,,6,personnes,383651
500,g,fraises,,6,personnes,382531
26,,biscuits à la cuillère,,6,personnes,382531
140,g,sucre en poudre,,6,personnes,382531
1,,cuillère à soupe d'Alcool,de fraise,6,personnes,382531
6,feuilles,gélatine,,6,personnes,382531
2,cuillères à soupe,jus de citron,,6,personnes,382531
30,cl,crème semi-épaisse,,6,personnes,382531
100,g,yaourt à la grecque,,6,personnes,382531
1,sachet,sucre vanillé,,6,personnes,382531
500,g,fraises,,6,personnes,383652
26,,biscuits à la cuillère,,6,personnes,383652
140,g,sucre en poudre,,6,personnes,383652
1,,cuillère à soupe d'Alcool,de fraise,6,personnes,383652
6,feuilles,gélatine,,6,personnes,383652
2,cuillères à soupe,jus de citron,,6,personnes,383652
30,cl,crème semi-épaisse,,6,personnes,383652
100,g,yaourt à la grecque,,6,personnes,383652
1,sachet,sucre vanillé,,6,personnes,383652
500,g,fraises,,6,personnes,382428
26,,biscuits à la cuillère,,6,personnes,382428
140,g,sucre en poudre,,6,personnes,382428
1,,cuillère à soupe d'Alcool,de fraise,6,personnes,382428
6,feuilles,gélatine en feuilles,,6,personnes,382428
2,cuillères à soupe,jus de citron,,6,personnes,382428
30,cl,crème semi-épaisse,,6,personnes,382428
100,g,yaourt à la grecque,,6,personnes,382428
1,sachet,sucre vanillé,,6,personnes,382428
1,sachet,sucre vanillé,,4,personnes,168809
1,,cuillère à soupe d'édulcorant,,4,personnes,168809
6,,petits suisses,à 0 %,4,personnes,168809
250,g,fraises,,4,personnes,168809
16,,boudoirs,,4,personnes,168809
1,,orange,,4,personnes,168809
3,,cuillères à soupe d'eau,,4,personnes,168809
2,,cuillères à café d'édulcorant,,4,personnes,168809
2,cuillères à café,rhum,,4,personnes,168809
1,boîte,biscuit cuiller,,6,personnes,308418
500,g,fraises,,6,personnes,308418
6,cuillères à soupe,fromage blanc,,6,personnes,308418
6,cuillères à soupe,crème fraîche épaisse,,6,personnes,308418
6,cuillères à soupe,sucre en poudre,,6,personnes,308418
2,sachets,sucre vanillé,,6,personnes,308418
1,verre,jus d'orange,,6,personnes,308418
30,,boudoirs,,8,personnes,29679
350,g,fraises,,8,personnes,29679
300,g,faisselle,à 0%,8,personnes,29679
1,sachet,sucre vanillé,,8,personnes,29679
1,cuillère à café d'extrait,vanille,,8,personnes,29679
2,,oranges,(pour leur jus ou du jus d'orange en bouteille),8,personnes,29679
1,,citron,(pour son jus),8,personnes,29679
2,,cuillères à café d'édulcorant,,8,personnes,29679
100,cl,crème liquide,,10,personnes,37292
60,,biscuits à la cuillère,,10,personnes,37292
1,kg,fraises,,10,personnes,37292
4,sachets,fixe chantilly,,10,personnes,37292
20,cl,sirop de fraises,,10,personnes,37292
10,cl,rhum,brun,10,personnes,37292
250,g,fraises,,1,charlotte,48299
1,,boîte d'ananas,en morceaux,1,charlotte,48299
30,,biscuits à la cuillère,,1,charlotte,48299
500,g,fromage blanc,vanillé,1,charlotte,48299
30,g,sucre,(facultatif),1,charlotte,48299
30,,boudoirs,en fonction du moule à charlotte,6,Personnes,337703
500,g,fromage blanc,,6,Personnes,337703
250,g,sucre,,6,Personnes,337703
200,g,fraises,,6,Personnes,337703
4,cuillères à soupe,rhum,,6,Personnes,337703
20,,cl d'eau,,6,Personnes,337703
1,paquet,biscuit à la cuillère,,6,personnes,53347
1,boîte,sirop,,6,personnes,53347
500,g,fromage blanc,,6,personnes,53347
10,cl,crème fraîche,,6,personnes,53347
50,g,chocolat noir,,6,personnes,53347
20,,biscuits à la cuillère,,6,personnes,232552
4,pots,yaourt,"fromage blanc onctueux (type, Gervita)",6,personnes,232552
3,barquettes,fraises,,6,personnes,232552
1,barquette,framboises,,6,personnes,232552
50,g,sucre,+ 1 peu pour la crème,6,personnes,232552
1,cuillère à soupe,grand-marnier,,6,personnes,232552
10,,cl d'eau,,6,personnes,232552
1,cuillère à soupe,crème fraîche,,6,personnes,232552
800,g,fromage blanc,,6,personnes,229081
15,cl,crème liquide,entière,6,personnes,229081
70,g,sucre,,6,personnes,229081
5,feuilles,gélatine,,6,personnes,229081
1/2,,citron,,6,personnes,229081
2,sachets,sucre vanillé,,6,personnes,229081
1,gran,boîte de biscuit à la cuillère,,6,personnes,229081
,Confiture,fruits rouges,,6,personnes,229081
300,g,framboises,,6,personnes,229081
30,cl,coulis framboise,,6,personnes,229081
500,g,framboises surgelées,,8,personnes,392421
250,g,mascarpone,,8,personnes,392421
20,cl,crème fraîche,entière,8,personnes,392421
1,,citron,,8,personnes,392421
2,,gélatine en feuilles,,8,personnes,392421
1,boîte,biscuit à la cuillère,,8,personnes,392421
75,g,sucre,,8,personnes,392421
,,Sirop,de framboise,8,personnes,392421
24,biscuit roses,Reims,,6,personnes,19417
20,,fraises tagada®,®,6,personnes,19417
30,g,praline,roses,6,personnes,19417
10,,fraises,fraîches,6,personnes,19417
10,cl,crème liquide,,6,personnes,19417
3,cl,grenadine,,6,personnes,19417
10,,cl d'eau,,6,personnes,19417
35,g,sucre glace,,6,personnes,19417
,,Biscuit à la cuillère,,6,personnes,57429
1,boîte,fruits exotiques,mélangés,6,personnes,57429
25,cl,lait,,6,personnes,57429
,Extrait,vanille,,6,personnes,57429
2,,jaunes d'oeuf,,6,personnes,57429
50,g,sucre,,6,personnes,57429
25,g,farine,,6,personnes,57429
50,,biscuits à la cuillère,,8,personnes,30118
200,g,Coulis de fraise,,8,personnes,30118
500,g,fromage blanc,,8,personnes,30118
20,cl,crème fraîche,,8,personnes,30118
6,feuilles,gélatine,,8,personnes,30118
40,g,sucre en poudre,,8,personnes,30118
500,g,fruits rouges,,8,personnes,30118
4,,cuillères à soupe d'Alcool,de framboise (ou autre alcool),8,personnes,30118
500,g,fromage blanc,"(20%, 10%, voire même 0% !!)",4,personnes,14791
2,,blancs d'oeuf,,4,personnes,14791
2,feuilles,gélatine,,4,personnes,14791
30,,boudoirs,,4,personnes,14791
4,cuillères à soupe,sucre,,4,personnes,14791
,Extrait d'aman,amère,ou de vanille (au choix),4,personnes,14791
250,g,fruits,"frais ou en conserve au choix réduits en coulis, ou bien de la confiture ou compote aux fruits",4,personnes,14791
20,cl,fruits,au choix (soit,4,personnes,14791
,,Lait,,4,personnes,14791
,,Liqueur,,4,personnes,14791
3,boîtes,fruits,"au sirop d'environ 240 g chacune (au choix, abricot, poire, fraise, ananas, pêches...)",6,personnes,84965
10,cl,rhum,,6,personnes,84965
50,,boudoirs,,6,personnes,84965
4,,oeufs,,6,personnes,84965
50,g,sucre,,6,personnes,84965
100,g,mascarpone,,6,personnes,84965
100,g,fromage blanc,,6,personnes,84965
24,,biscuits à la cuillère,,6,Personnes,325552
825,g,fruits,cocktail en conserve (soit une grosse boîte),6,Personnes,325552
5,pots,fromage blanc,,6,Personnes,325552
5,cl,rhum,ou autre alcool (facultatif),6,Personnes,325552
400,g,chocolat noir,pour obtenir 40 carrés (soit 2 tablettes),8,personnes,309325
8,,oeufs,,8,personnes,309325
4,cuillères à soupe,lait,,8,personnes,309325
45,cl,coulis,de framboises,8,personnes,309325
3,g,gélatine,,8,personnes,309325
300,g,biscuit à la cuillère,(soit 1 grand paquet),8,personnes,309325
20,cl,crème fraîche épaisse,,6,personnes,37418
30,,biscuits à la cuillère,,6,personnes,37418
2,cuillères à soupe,kirsch,,6,personnes,37418
300,g,fromage blanc,à 20%,6,personnes,37418
450,g,poire,au sirop,6,personnes,37418
70,g,sucre en poudre,,6,personnes,37418
200,g,coulis de fruits rouges,,6,personnes,37418
375,g,fromage blanc,très sec,6,personnes,28311
3,,jaunes d'oeuf,,6,personnes,28311
260,g,sucre en poudre,,6,personnes,28311
150,g,beurre tendre,,6,personnes,28311
300,g,framboises,,6,personnes,28311
375,g,fraises,,6,personnes,28311
5,cl,kirsch,,6,personnes,28311
190,g,crème fraîche,,6,personnes,28311
2,paquets,boudoir,,6,personnes,28311
1,,citron,,6,personnes,28311
12,,biscuits,roses de Reims,6,personnes,194722
8,,petits suisses,,6,personnes,194722
1,,ananas,,6,personnes,194722
,,Kirsch,,6,personnes,194722
,,Sucre glace,,6,personnes,194722
,Coulis,fruits rouges,,6,personnes,194722
300,g,biscuit à la cuillère,,4,personnes,195397
4,,yaourts,au lait entier ou 6 à 8 petits suisses,4,personnes,195397
,,Fruits,dans la quantité voulue,4,personnes,195397
100,g,chocolat au lait,,4,personnes,195397
4,cuillères,sucre roux,,4,personnes,195397
3,sachets,sucre vanillé,,4,personnes,195397
3,cuillères,fleur d'oranger,,4,personnes,195397
1,pincée,cannelle,,4,personnes,195397
,,Gingembre,,4,personnes,195397
,Musca,,( facultatif ),4,personnes,195397
350,g,mangue,,10,personne(s),391441
250,g,mascarpone,,10,personne(s),391441
250,,fromage blanc,,10,personne(s),391441
20,cl,crème,,10,personne(s),391441
60,g,sucre en poudre,,10,personne(s),391441
24,,boudoirs,,10,personne(s),391441
5,cl,lait,,10,personne(s),391441
1,,cuillère d'huile,,10,personne(s),391441
1,,citron vert,,10,personne(s),391441
4,feuilles,gélatine,,10,personne(s),391441
100,g,chocolat blanc,,4,personnes,47851
2,,poires,,4,personnes,47851
1/2,,citron,,4,personnes,47851
13,,biscuits à la cuillère,,4,personnes,47851
4,cuillères à soupe d'alcool,poire,,4,personnes,47851
3,feuilles,gélatine,,4,personnes,47851
1,grosse pincée,vanille,,4,personnes,47851
1,bâton,cannelle,,4,personnes,47851
10,cl,lait,,4,personnes,47851
100,g,sucre en poudre,+ 4 cuillères à soupe,4,personnes,47851
4,,yaourts,natures (type Gervita),6,personnes,40529
500,g,poire,en conserve (ou autres fruits de saison),6,personnes,40529
1,cuillère à café,sucre en poudre,,6,personnes,40529
1,sachet,thé,,6,personnes,40529
15,,biscuits à la cuillère,,6,personnes,40529
30,,boudoirs,,4,personnes,168986
1,gran,boîte de poire,au sirop ou des fruits de saison,4,personnes,168986
6,,petits suisses,ou du fromage blanc,4,personnes,168986
7,cl,lait,,4,personnes,168986
1,sachet,sucre vanillé,,4,personnes,168986
30,g,sucre,,4,personnes,168986
100,g,chocolat noir,,4,personnes,168986
2,cl,crème liquide,,4,personnes,168986
300,g,spéculoos,,8,personnes,81121
20,,cl d'eau,,8,personnes,81121
3,,blancs d'oeuf,,8,personnes,81121
50,g,sucre,,8,personnes,81121
250,g,crème chantilly,,8,personnes,81121
3,feuilles,gélatine,,8,personnes,81121
30,,boudoirs,,8,personnes,81121
10,cl,café,,8,personnes,81121
,,Alcool,(facultatif),8,personnes,81121
10,,mis de poire,au sirop (soit 1 boîte 4/4 plus 1 boîte 1/2),8,personnes,54285
14,g,gélatine,en feuille,8,personnes,54285
50,cl,crème fraîche épaisse,,8,personnes,54285
17,,biscuits à la cuillère,,8,personnes,54285
,,Citron,,8,personnes,54285
100,g,chocolat amer,,8,personnes,54285
20,cl,lait,,8,personnes,54285
30,g,beurre,,8,personnes,54285
1,pincée,sel,,8,personnes,54285
2,boîtes,biscuit à la cuillère,,8,personnes,22902
300,g,fraises,,8,personnes,22902
4,,bananes,,8,personnes,22902
1,,citron,,8,personnes,22902
30,cl,crème liquide,,8,personnes,22902
2,sachets,sucre vanillé,,8,personnes,22902
3,feuilles,gélatine,de 2 g chacune,8,personnes,22902
2,,cuillères à soupe d'Alcool,de framboise (liqueur),8,personnes,22902
20,g,beurre,,8,personnes,22902
300,g,sucre,,8,personnes,22902
170,g,chocolat au caramel,,4,gourmands,333589
3,,oeufs,,4,gourmands,333589
24,,biscuits à la cuillère,,4,gourmands,333589
4,,mis de poire,au sirop,4,gourmands,333589
1,pincée,sel,,4,gourmands,333589
1,paquet,pain d'épices,"en tranches, ou pain d'épices maison",6,personnes,35239
7,,pommes,boskop ou canada,6,personnes,35239
150,g,sucre,,6,personnes,35239
50,g,beurre,,6,personnes,35239
,,Cannelle,,6,personnes,35239
,,Vanille,,6,personnes,35239
,,Gingembre,en poudre à volonté,6,personnes,35239
24,,biscuits à la cuillère,(ou 1 paquet),8,personnes,48590
200,g,fraises,,8,personnes,48590
200,g,chocolat noir,,8,personnes,48590
20,cl,crème fleurette,,8,personnes,48590
,,Whisky,,8,personnes,48590
,,Café,"fort, ou sirop de sucre (1 sachet de sucre vanillé + 70 g de sucre, à diluer dans 10 dl d'eau)",8,personnes,48590
200,g,chocolat noir,pâtissier,6,personnes,232545
150,g,biscuit à la cuillère,pour patisserie,6,personnes,232545
15,crêpes,ntelles,natures ou chocolat,6,personnes,232545
40,cl,crème liquide,(froide),6,personnes,232545
100,g,poudre de coco,(selon goût),6,personnes,232545
125,g,mascarpone,,6,personnes,232545
2,,cacao,en poudre,6,personnes,232545
1,bol,lait,,6,personnes,232545
75,g,chocolat noir,,8,personnes,25918
50,g,beurre tendre,,8,personnes,25918
50,g,sucre en poudre,,8,personnes,25918
1,,jaune d'oeuf,,8,personnes,25918
50,g,pralin,,8,personnes,25918
20,,boudoirs,,8,personnes,25918
4,cuillères à soupe,café,fort,8,personnes,25918
2,,cuillères à soupe d'Alcool,"au choix (rhum, cognac, whisky...)",8,personnes,25918
40,cl,crème fleurette,"très froide, ou une bombe de chantilly",8,personnes,25918
,,Noisettes,entières pour le décor,8,personnes,25918
,,Moules,à cake,8,personnes,25918
125,g,beurre,,8,personnes,22135
125,g,sucre,,8,personnes,22135
125,g,nappage chocolat,,8,personnes,22135
10,cl,lait,,8,personnes,22135
1,,jaune d'oeuf,,8,personnes,22135
500,g,macaron,moelleux,8,personnes,22135
10,cl,café,corsé,8,personnes,22135
125,g,chocolat,,8,personnes,22135
3,,cuillères à soupe d'eau,,8,personnes,22135
50,g,beurre,,8,personnes,22135
6,,oeufs,,8,Personnes,314613
200,g,chocolat pâtissier,,8,Personnes,314613
35,,biscuits à la cuillère,(ou boudoirs),8,Personnes,314613
340,,g d'ananas,en conserve,8,Personnes,314613
200,g,chocolat noir,pâtissier,8,personnes,232582
3,,oeufs,,8,personnes,232582
1,boîte,biscuit à la cuillère,(plus ou moins selon le moule),8,personnes,232582
,,Sirop,de sapin,8,personnes,232582
50,cl,crème fleurette,,8,personnes,232582
1,cl,lait,,8,personnes,232582
,Extrait,vanille,ou sucre vanillé,8,personnes,232582
2,feuilles,gélatine,,8,personnes,232582
1,paquet,biscuit rose de Reims,,6,personnes,49134
1,cuillère à soupe,calvados,,6,personnes,49134
200,g,chocolat noir,,6,personnes,49134
60,g,beurre,+ un peu pour le moule,6,personnes,49134
1,boîte,marrons,entiers,6,personnes,49134
1,boîte,crème de marron,,6,personnes,49134
4,,oeufs,,6,personnes,49134
60,g,sucre en poudre,,6,personnes,49134
,,Sel,,6,personnes,49134
,,Sucre,,6,personnes,49134
18,,boudoirs,,6,personnes,21051
8,,jaunes d'oeuf,,6,personnes,21051
4,feuilles,gélatine,,6,personnes,21051
125,g,sucre,,6,personnes,21051
100,,g d'abricot,secs,6,personnes,21051
100,g,pruneau,secs,6,personnes,21051
50,cl,lait,,6,personnes,21051
30,cl,crème liquide,,6,personnes,21051
5,,cl d'armagnac,,6,personnes,21051
40,,boudoirs,,6,Personnes,331547
800,g,fromage blanc,,6,Personnes,331547
3,,poires,bien mûres,6,Personnes,331547
10,grains,raisin blanc,,6,Personnes,331547
6,,spéculoos,,6,Personnes,331547
1,cuillère à café,cannelle,,6,Personnes,331547
130,g,sucre,blanc,6,Personnes,331547
100,,g d'eau,,6,Personnes,331547
1,boîte,boudoir,,4,personnes,29362
50,g,riz,,4,personnes,29362
50,cl,lait,,4,personnes,29362
2,paquets,sucre vanillé,,4,personnes,29362
1,,oeuf,entier + 2 blancs,4,personnes,29362
4,,meringues,moyennes,4,personnes,29362
800,g,poire,fondantes,6,personnes,24922
1,,citron,,6,personnes,24922
150,g,sucre en poudre,,6,personnes,24922
25,,cl d'eau,,6,personnes,24922
250,g,cassis,,6,personnes,24922
20,cl,sirop de cassis,,6,personnes,24922
30,,boudoirs,,6,personnes,24922
500,g,crème fraîche,,6,personnes,24922
50,g,sucre glace,,6,personnes,24922
1,sachet,sucre vanillé,,6,personnes,24922
32,,boudoirs,,8,personnes,83247
6,cl,crème liquide,entière,8,personnes,83247
200,g,chocolat noir,(50% de cacao ou plus),8,personnes,83247
1,boîte,poire,au sirop,8,personnes,83247
3,,mangues,bien mûres,6,personnes,91561
30,cl,jus d'orange,frais,6,personnes,91561
,zeste,citron vert,,6,personnes,91561
20,cl,crème fleurette,,6,personnes,91561
,Extrait,vanille,ou graines d'une gousse de vanille grattée,6,personnes,91561
4,feuilles,gélatine,,6,personnes,91561
200,g,biscuit à la cuillère,,6,personnes,91561
100,g,sucre glace,,6,personnes,91561
2,cuillères à soupe,rhum,ambré (facultatif),6,personnes,91561
20,,boudoirs,,4,personnes,227686
150,g,chocolat noir,85%,4,personnes,227686
5,,oeufs,,4,personnes,227686
2,cuillères,café,de concentré de café,4,personnes,227686
20,cl,café,,4,personnes,227686
50,g,beurre demi-sel,,4,personnes,227686
10,,spéculoos,,4,personnes,227686
1,pincée,sel,,4,personnes,227686
2,sachets,chocolat,,6,personnes,40490
1,l,lait,,6,personnes,40490
1,cuillère à café d'aman,s,amère,6,personnes,40490
35,,boudoirs,,6,personnes,40490
1,,brioche,à tête (chez le pâtissier),6,personnes,50626
1,petite boîte,macédoine,de fruits au sirop,6,personnes,50626
20,cl,crème anglaise,en brick,6,personnes,50626
3,feuilles,gélatine,,6,personnes,50626
400,g,chocolat noir,,8,personnes,14038
100,g,sucre,,8,personnes,14038
1/2,l,lait,,8,personnes,14038
1/2,l,crème,,8,personnes,14038
5,feuilles,gélatine,,8,personnes,14038
3,cuillères à soupe,grand-marnier,,8,personnes,14038
1.5,paquet,langue de chat,,8,personnes,14038
6,,jaunes d'oeuf,,8,personnes,14038
20,,biscuits à la cuillère,,10,personnes,222685
20,,cl d'eau,,10,personnes,222685
,,Café,et un peu de sucre,10,personnes,222685
20,cl,crème fleurette,,10,personnes,222685
1,,kg d'orange,à jus,10,personnes,222685
2,,gouttes d'arôme naturel d'orange,,10,personnes,222685
100,g,sucre,,10,personnes,222685
4,feuilles,gélatine,,10,personnes,222685
20,morceaux,sucre,,10,personnes,222685
40,g,beurre salé,,10,personnes,222685
8,cuillères à soupe,lait,,10,personnes,222685
300,g,pralinoise,,10,personnes,222685
2,paquets,gavotte,,10,personnes,222685
36,,biscuits à la cuillère,,8,personnes,24374
33,,cl d'eau,,8,personnes,24374
200,g,sucre semoule,,8,personnes,24374
3,cuillères à soupe,cointreau,,8,personnes,24374
250,g,framboises,,8,personnes,24374
250,g,fraises,,8,personnes,24374
200,g,crème fraîche,,8,personnes,24374
40,g,sucre,,8,personnes,24374
2,paquets,biscuit à la cuillère,,6,personnes,528199
2,,citrons,,6,personnes,528199
3,,oeufs,,6,personnes,528199
4,cuillères à soupe,fromage blanc,,6,personnes,528199
1,cuillère à soupe,farine de maïs,,6,personnes,528199
2,cuillères à soupe,sucre glace,,6,personnes,528199
2,sachets,thé vert,,6,personnes,528199
1,petit sachet,sucre,,6,personnes,528199
30,,biscuits à la cuillère,,4,personnes,25968
200,g,nappage chocolat,,4,personnes,25968
4,,oeufs,,4,personnes,25968
50,g,sucre,,4,personnes,25968
80,g,beurre,,4,personnes,25968
100,g,nappage chocolat,,4,personnes,25968
75,g,crème fraîche,,4,personnes,25968
,,Rose,cristallisés ou violettes,4,personnes,25968
1,,moules,à charlotte,4,personnes,25968
1,paquet,biscuit cuiller,,6,personnes,227851
200,g,chocolat noir,,6,personnes,227851
6,,oeufs,frais,6,personnes,227851
,,Fraises,à volonté,6,personnes,227851
3,cuillères à soupe,rhum,,6,personnes,227851
8,,chocolat,,8,personnes,343886
350,g,chocolat noir,,8,personnes,343886
6,,oeufs,,8,personnes,343886
75,g,beurre,,8,personnes,343886
1,boîte,poire,au sirop,8,personnes,343886
1,,pain au lait,individuel,8,personnes,343886
2,,gâteaux,fourrés (type chamonix),8,personnes,343886
1,,dragibus®,noir,8,personnes,343886
3,,citrons verts,,4,personnes,25900
2,,oeufs,,4,personnes,25900
165,g,sucre en poudre,,4,personnes,25900
80,g,beurre,,4,personnes,25900
12,,biscuits à la cuillère,,4,personnes,25900
,,Biscuit à la cuillère,,6,personnes,26649
60,cl,crème fleurette,,6,personnes,26649
4,,oeufs,,6,personnes,26649
400,g,sucre,,6,personnes,26649
,goutte d'extrait,vanille,,6,personnes,26649
,Jus,citron,,6,personnes,26649
,,Sel,,6,personnes,26649
1,l,lait,,6,personnes,26649
,,Rhum,(facultatif),6,personnes,26649
,,Biscuit à la cuillère,,6,personnes,54223
1,l,glace au chocolat,,6,personnes,54223
1,l,glace framboise,,6,personnes,54223
50,cl,jus d'orange,,6,personnes,54223
1,,meringue,,6,personnes,54223
1,l,coulis framboise,,6,personnes,54223
1,,boîte d'ananas,(5 tranches),4,personnes,20821
50,g,noix de coco rapée,,4,personnes,20821
,,Biscuit à la cuillère,,4,personnes,20821
200,g,fromage blanc,à 0 % de MG,4,personnes,20821
30,,biscuits à la cuillère,,4,personnes,92409
250,g,fromage blanc,0% ( ou de mascarpone pour les gourmands),4,personnes,92409
3,,cuillères à soupe d'édulcorant,( ou de sucre en poudre),4,personnes,92409
1,,citron,,4,personnes,92409
1,petite boîte,poire,au sirop (ou tout autre fruit selon les gouts),4,personnes,92409
1,verre,jus d'orange,,4,personnes,92409
1,,rhum,,4,personnes,92409
200,g,fraises,congelées ou fraîches,4,Personnes,307779
200,g,framboises,congelées ou fraîches,4,Personnes,307779
250,g,ricotta,,4,Personnes,307779
20,cl,crème chantilly,,4,Personnes,307779
2,feuilles,gélatine,(ou agar agar),4,Personnes,307779
1/2,gousse,vanille,,4,Personnes,307779
10,cl,lait,,4,Personnes,307779
2,cuillères à café,sucre,,4,Personnes,307779
20,cl,jus d'orange,sanguine,4,Personnes,307779
300,g,biscuit à la cuillère,,8,personnes,23459
1,gran,boîte d'ananas,au sirop,8,personnes,23459
2,,oeufs,,8,personnes,23459
125,g,sucre,,8,personnes,23459
60,cl,lait,,8,personnes,23459
50,g,maïzena,,8,personnes,23459
1,boîte,biscuit à la cuillère,,5,personnes,70134
